LeadCreated,VendorLeadID,CallStatus,WidgetName,PublisherZoneName,PublisherCampaignName,AddressScore,PhoneScore,AdvertiserCampaignName,State,DebtLevel,Partner,ReferralDomain,MarketingCampaign,AdGroup,Keyword,SearchQuery,QualityGroup,GoodLeadFlag,ClosedLeadFlag,Month,Quarter,Year
17-09-2009,DF8D3335-4BDE-4EDA-9121-06E4470832B4,Unknown,w-302252-DebtReduction1-1DC-yellowarrow-dark,TopLeft-302252,DebtReductionInc,2,3,Debt Settlement1 Master,IL,30001-50000,Google,ezinearticles.com,DebtReductionInc,Credit Card Debt - high volume,Unknown,Unknown,Unknown,0,0,2009-09,2009Q3,2009
30-04-2009,384239DC-8073-47A5-86D0-D4E4E1CFBD94,Unknown,w-300250-DebtReduction1-1DC-Head3,TopLeft-302252,DebtReductionInc,,,Debt Settlement1 Master,NY,7500-15000,yahoo,search.yahoo.com,DebtReductionInc,Debt Consolidation,Unknown,gov consolidation loans,Unknown,0,0,2009-04,2009Q2,2009
12-08-2009,A0B876E0-F29A-4DE8-AE2F-E52DB57579C9,Unknown,w-302252-DebtReduction1-1DC-yellowarrow,TopLeft-302252,DebtReductionInc,5,5,Debt Settlement1 Master,IL,7500-10000,google,www.google.com,Debt Volume,Debt,Debt,fix bad debt on my own,Unknown,0,0,2009-08,2009Q3,2009
30-06-2009,5BC14A05-F368-497A-ACBB-1473FA97F4AF,Unknown,w-302252-DebtReduction1-1DC-yellowarrow-dark,TopLeft-302252,DebtReductionInc,,5,Debt Settlement1 Master,IL,7500-10000,Google,googleads.g.doubleclick.net,DebtReductionInc,Lower Payments,Unknown,Unknown,Unknown,0,0,2009-06,2009Q2,2009
29-04-2009,409EC946-B7A0-4F47-835C-A99F584AEA15,Unknown,w-300250-DebtReduction1-2DC-BlueMeter,TopLeft-302252,DebtReductionInc,,,Debt Settlement1 Master,IL,50001-70000,Google,ezinearticles.com,DebtReductionInc,Credit Card Debt - high volume,Unknown,Unknown,Unknown,0,0,2009-04,2009Q2,2009
28-08-2009,540B0706-553E-404E-8563-004AA11F5944,Unknown,w-302252-DebtReduction1-1DC-CreditSolutions,TopLeft-302252,DebtReductionInc,,,creditsolutions-branded-shortform,OK,30001-50000,google,www.google.com,Debt Holding Tank,Holding Tank - Debt,Debt bailout,debt bailout,Unknown,0,0,2009-08,2009Q3,2009
24-05-2009,79517136-751C-47C4-BD43-B89B7FF5E663,Unknown,w-302252-DebtReduction1-1DC,TopLeft-302252,DebtReductionInc,,,Debt Settlement1 Master,CA,20001-30000,yahoo,search.yahoo.com,DebtReductionInc,Debt Negotiation,Unknown,www.credit.org,Unknown,0,0,2009-05,2009Q2,2009
01-08-2009,216FC86F-0BB5-4FAD-A826-B9102D613FA8,Unknown,w-302252-DebtReduction1-1DC-CreditSolutions,TopLeft-302252,DebtReductionInc,5,3,creditsolutions-branded-shortform,NV,30001-50000,yahoo,search.yahoo.com,DebtReductionInc,Credit Card Debt Company,Unknown,credit card relief companies,Unknown,0,0,2009-08,2009Q3,2009
17-09-2009,2CFF5F18-FFB2-4870-A5AF-C86F2E5CEBC2,Unknown,w-302252-DebtReduction1-1DC-yellowarrow-blue,TopLeft-302252,DebtReductionInc,5,4,Debt Settlement1 Master,CA,7500-10000,yahoo,www.att.net,DebtReductionInc,Debt Consolidate,Unknown,Unknown,Unknown,0,0,2009-09,2009Q3,2009
30-07-2009,frarvZ_JBUebwqEsrTrxJA,Closed,w-302252-DebtReduction1-1DC-yellowarrow-blue,TopLeft-302252,DebtReductionInc,5,5,Debt Settlement1 Master,CA,15001-20000,google,www.google.com,Debt Holding Tank,Holding Tank - Debt,Government debt relief,government debt relief,Closed,1,1,2009-07,2009Q3,2009
19-04-2009,2FCCA2DB-7627-4D3D-B878-C956F0508FB7,Unknown,w-300250-DebtReduction1-1DC-Head3,TopLeft-302252,DebtReductionInc,,,Debt Settlement1 Master,CA,15001-20000,google,www.google.com,Credit,Debt Credit Services,Credit services,credit services,Unknown,0,0,2009-04,2009Q2,2009
19-08-2009,7DD2248C-9514-4205-B478-71A59520F4B3,Unknown,w-302252-DebtReduction1-1DC-CreditSolutions,TopLeft-302252,DebtReductionInc,5,5,creditsolutions-branded-shortform,CA,15001-20000,google,www.google.com,Debt Holding Tank,Holding Tank - Debt,Unsecured debt,unsecured debt,Unknown,0,0,2009-08,2009Q3,2009
26-07-2009,JI9FyJILcEin9zJGlV4UIg,Unable to contact - Bad Contact Information,w-302252-DebtReduction1-1DC-CreditSolutions,TopLeft-302252,DebtReductionInc,5,3,creditsolutions-branded-shortform,CA,20001-30000,google,ezinearticles.com,Debt Volume_CA,Debt,Debt,Unknown,Bad,0,0,2009-07,2009Q3,2009
30-08-2009,F5C3349C-C219-45F6-A2CF-FAE0A630112F,Unknown,w-302252-DebtReduction1-1DC-white,TopLeft-302252,DebtReductionInc,5,5,Debt Settlement1 Master,CA,20001-30000,AdKnowledge,micorreo.univision.com,Financial Services,Consolidate,Unknown,Unknown,Unknown,0,0,2009-08,2009Q3,2009
15-06-2009,562D4232-A3C4-4C5A-9A87-32A4BB8F07B9,Unknown,w-302252-DebtReduction1-1DC-CreditSolutions,TopLeft-302252,DebtReductionInc,,,creditsolutions-branded-shortform,CA,70001-90000,google,financialplan.about.com,Debt Holding Tank,Holding Tank - Debt,Debt loan,Unknown,Unknown,0,0,2009-06,2009Q2,2009
16-04-2009,sCpcWd-mnEy-55L-HZqTkQ,Unable to contact - Bad Contact Information,w-300250-DebtReduction1-2DC-CreditSolutions,TopLeft-302252,DebtReductionInc,,,creditsolutions-branded-shortform,CA,30001-50000,yahoo,answers.yahoo.com,DebtReductionInc,Bankruptcy - high volume,Unknown,disadvantages of filing bankruptcy?,Bad,0,0,2009-04,2009Q2,2009
27-06-2009,3B8B293D-78A5-4124-B344-0BE4FE39F4B4,Unknown,w-302252-DebtReduction1-1DC-yellowarrow,TopLeft-302252,DebtReductionInc,,5,Debt Settlement1 Master,CA,30001-50000,google,www.google.com,Debt General,Debt Negotiation,Debt negotiation lawyer,debt settlement attorneys.,Unknown,0,0,2009-06,2009Q2,2009
30-08-2009,9B1F873D-EE77-4502-A656-78139E0DEDEB,Unknown,w-302252-DebtReduction1-1DC-CreditSolutions,TopLeft-302252,DebtReductionInc,5,2,creditsolutions-branded-shortform,CA,30001-50000,google,googleads.g.doubleclick.net,Debt Volume,How,debt,Unknown,Unknown,0,0,2009-08,2009Q3,2009
10-07-2009,678DC9EF-67CB-47A9-8509-2BD19FE90AC5,Unknown,w-302252-DebtReduction1-1DC-CreditSolutions,TopLeft-302252,DebtReductionInc,,4,creditsolutions-branded-shortform,CA,50001-70000,Google,www.life123.com,DebtReductionInc,Student Debt,Unknown,Unknown,Unknown,0,0,2009-07,2009Q3,2009
14-08-2009,FEA7AE3A-20EF-40D7-8215-6456AA0527D9,Unknown,w-302252-DebtReduction1-1DC-CreditSolutions,TopLeft-302252,DebtReductionInc,5,3,creditsolutions-branded-shortform,CA,20001-30000,google,Unknown,Credit,Credit Card Reduction,Credit card interest reduction,Unknown,Unknown,0,0,2009-08,2009Q3,2009
14-07-2009,eHWMK5wmrUKXgKc7JRQeMQ,Unable to contact - Bad Contact Information,w-302252-DebtReduction1-1DC-CreditSolutions,TopLeft-302252,DebtReductionInc,,,creditsolutions-branded-shortform,CA,More_than_100000,Google,googleads.g.doubleclick.net,DebtReductionInc,Student Debt,Unknown,Unknown,Bad,0,0,2009-07,2009Q3,2009
14-04-2009,edjxr7fKVEiHJ5GU8oGGYA,Closed,w-300250-DebtReduction1-1DC-Head2,TopLeft-302252,DebtReductionInc,,,Debt Settlement1 Master,CA,7500-15000,Google,googleads.g.doubleclick.net,DebtReductionInc,Stop Collections,Unknown,Unknown,Closed,1,1,2009-04,2009Q2,2009
02-06-2009,B3D4E9A9-AEF1-47B9-B11A-EDFF982926F9,Unknown,w-302252-DebtReduction1-1DC-white,TopLeft-302252,DebtReductionInc,,,Debt Settlement1 Master,CA,15001-20000,Google,googleads.g.doubleclick.net,DebtReductionInc,Student Debt,Unknown,Unknown,Unknown,0,0,2009-06,2009Q2,2009
12-05-2009,44EECD04-D90E-497E-85DE-6CB6C83FA828,Unknown,w-302252-DebtReduction1-1DC,TopLeft-302252,DebtReductionInc,,,Debt Settlement1 Master,NV,15001-20000,yahoo,www.findstuff.com,DebtReductionInc,Debt Consolidation,Unknown,Unknown,Unknown,0,0,2009-05,2009Q2,2009
23-05-2009,E042220A-5624-4576-A911-9D1C88BA41F1,Unknown,w-302252-DebtReduction1-1DC-white,TopLeft-302252,DebtReductionInc,,,Debt Settlement1 Master,CA,20001-30000,google,www.google.com,Debt Volume,How,debt,Unknown,Unknown,0,0,2009-05,2009Q2,2009
31-08-2009,8D227DC3-5F2A-4774-94F6-466769B1DB13,Unknown,w-302252-DebtReduction1-1DC-CreditSolutions,TopLeft-302252,DebtReductionInc,5,5,creditsolutions-branded-shortform,CA,7500-10000,google,www.google.com,Debt Holding Tank,Holding Tank - Debt,How do i find out how much debt i owe,how do I find out how much debt I owe,Unknown,0,0,2009-08,2009Q3,2009
18-08-2009,FD35EC61-E397-4562-AFFD-B0A2B1FE9D23,Unknown,w-302252-DebtReduction1-1DC-white,TopLeft-302252,DebtReductionInc,5,3,Debt Settlement1 Master,CA,70001-90000,yahoo,search.yahoo.com,DebtReductionInc,Get Out Of Debt,Unknown,get out of debt,Unknown,0,0,2009-08,2009Q3,2009
29-08-2009,BE5863EF-4475-4AF7-95CF-57E4B3047EF0,Unknown,w-302252-DebtReduction1-1DC-CreditSolutions,TopLeft-302252,DebtReductionInc,5,3,creditsolutions-branded-shortform,CA,15001-20000,google,ezinearticles.com,Debt Volume_CA,Debt,Debt,Unknown,Unknown,0,0,2009-08,2009Q3,2009
21-05-2009,9894A8C0-1230-4E67-ABD2-9AAAD0133746,Unknown,w-302252-DebtReduction1-1DC-CreditSolutions,TopLeft-302252,DebtReductionInc,,,creditsolutions-branded-shortform,CA,15001-20000,yahoo,search.yahoo.com,DebtReductionInc,Get Out Of Debt,Unknown,ways to get out of debt,Unknown,0,0,2009-05,2009Q2,2009
14-05-2009,3F14F93F-C16D-4A0C-8686-1CF5B85FF7AF,Unknown,w-302252-DebtReduction1-1DC,TopLeft-302252,DebtReductionInc,,,Debt Settlement1 Master,CA,20001-30000,AdKnowledge,webmaila.netzero.net,Financial Services,Consolidate,Unknown,Unknown,Unknown,0,0,2009-05,2009Q2,2009
13-06-2009,HdqEQnNXOUW6k4P2uDa2AQ,Closed,w-302252-DebtReduction1-1DC-white,TopLeft-302252,DebtReductionInc,,,Debt Settlement1 Master,MO,30001-50000,yahoo,search.yahoo.com,DebtReductionInc,Debt Reduction,Unknown,get free financial help,Closed,1,1,2009-06,2009Q2,2009
28-04-2009,HpBrg1GrkEi4bsYCpKC8dQ,Closed,w-300250-DebtReduction1-1DC-BlueMeter,TopLeft-302252,DebtReductionInc,,,Debt Settlement1 Master,PA,20001-30000,yahoo,answers.yahoo.com,DebtReductionInc,General Debt,Unknown,Unknown,Closed,1,1,2009-04,2009Q2,2009
06-08-2009,D2722142-800C-4E5A-9EBC-F3065A497F11,Unknown,w-302252-DebtReduction1-1DC-CreditSolutions,TopLeft-302252,DebtReductionInc,3,2,creditsolutions-branded-shortform,PA,10001-15000,google,www.google.com,Credit,How,How can i lower my interest rate,how can i lower my interest rates on all of my credit cards,Unknown,0,0,2009-08,2009Q3,2009
22-04-2009,B-u563pNkUOeIoGyX8enVQ,Closed,w-300250-DebtReduction1-2DC-CreditSolutions,TopLeft-302252,DebtReductionInc,,,creditsolutions-branded-shortform,VA,70001-90000,yahoo,search.yahoo.com,DebtReductionInc,Credit Card Debt,Unknown,1800creditcarddebt,Closed,1,1,2009-04,2009Q2,2009
27-07-2009,0A397A9D-674A-4552-A54C-6532375A9C87,Unknown,w-302252-DebtReduction1-1DC-yellowarrow-dark,TopLeft-302252,DebtReductionInc,5,5,Debt Settlement1 Master,PA,10001-15000,google,ezinearticles.com,Debt Volume,How,debt,Unknown,Unknown,0,0,2009-07,2009Q3,2009
03-07-2009,84F51558-F7CE-4F9F-9C91-C706646806D5,Unknown,w-302252-DebtReduction1-1DC-CreditSolutions,TopLeft-302252,DebtReductionInc,,3,creditsolutions-branded-shortform,MI,More_than_100000,yahoo,Unknown,DebtReductionInc,General Debt,Unknown,Unknown,Unknown,0,0,2009-07,2009Q3,2009
07-07-2009,7BB31641-737F-443A-811B-AEEC0088E5D6,Unknown,w-302252-DebtReduction1-1DC,TopLeft-302252,DebtReductionInc,,4,Debt Settlement1 Master,FL,7500-10000,google,www.google.com,Credit,Debt Credit Services,Credit services,credit services,Unknown,0,0,2009-07,2009Q3,2009
08-04-2009,84073E47-74F4-4B01-84C7-EAEFFFE148B0,Unknown,w-300250-DebtReduction1-2DC-BlueMeter,TopLeft-302252,DebtReductionInc,,,Debt Settlement1 Master,MD,7500-15000,Google,www.google.com,DebtReductionInc,Stop Collections,Unknown,Unknown,Unknown,0,0,2009-04,2009Q2,2009
25-08-2009,D27BFEA8-A296-4B04-9111-DED4FEBCECFE,Unknown,w-302252-DebtReduction1-1DC-CreditSolutions,TopLeft-302252,DebtReductionInc,5,4,creditsolutions-branded-shortform,IN,30001-50000,google,search.comcast.net,Credit,Credit Card Debt - high volume,Credit card debt law,credit card debt new laws,Unknown,0,0,2009-08,2009Q3,2009
31-08-2009,CE06CDCA-1724-41A1-9C44-D3DDB10B60FF,Unknown,w-302252-DebtReduction1-1DC-CreditSolutions,TopLeft-302252,DebtReductionInc,5,5,creditsolutions-branded-shortform,IN,30001-50000,google,toolbar.inbox.com,Debt Volume,Debt,Debt,Unknown,Unknown,0,0,2009-08,2009Q3,2009
20-04-2009,49452CD3-567A-45DB-ABE0-42D223E23E90,Unknown,w-300250-DebtReduction1-2DC-CreditSolutions,TopLeft-302252,DebtReductionInc,,,creditsolutions-branded-shortform,MI,15001-20000,google,www.ask.com,Debt General,Student Debt,Student loan default,student loan default help,Unknown,0,0,2009-04,2009Q2,2009
28-09-2009,6CB42CC6-D932-49D0-8423-A3B3C9D35871,Unknown,w-302252-DebtReduction1-1DC-yellowarrow-dark,TopLeft-302252,DebtReductionInc,3,2,Debt Settlement1 Master,MI,7500-10000,google,www.google.com,Debt_General_-_SN,Lower_Payments,Credit card payments,www.chase.com creditcards,Unknown,0,0,2009-09,2009Q3,2009
26-04-2009,940EF7DF-B0AE-4E34-A905-4FE5F6756727,Unknown,w-300250-DebtReduction1-2DC-CreditSolutions,TopLeft-302252,DebtReductionInc,,,creditsolutions-branded-shortform,MI,More_than_100000,Google,www.zimbio.com,DebtReductionInc,Student Debt,Unknown,Unknown,Unknown,0,0,2009-04,2009Q2,2009
29-08-2009,CE5E2BEF-F96B-4C93-9BC6-3A90430665F2,Unknown,w-302252-DebtReduction1-1DC-yellowarrow-dark,TopLeft-302252,DebtReductionInc,5,2,Debt Settlement1 Master,MO,7500-10000,google,www.business.com,Credit,How,How to fix your credit,Unknown,Unknown,0,0,2009-08,2009Q3,2009
14-05-2009,LNwSLGMvD0qLFnf8jxXIXA,Unable to contact - Bad Contact Information,w-302252-DebtReduction1-1DC-CreditSolutions,TopLeft-302252,DebtReductionInc,,,creditsolutions-branded-shortform,PA,7500-15000,AdKnowledge,webmailb.juno.com,Financial Services,Consolidate,Unknown,Unknown,Bad,0,0,2009-05,2009Q2,2009
08-07-2009,F2ECD926-A890-4CB2-AFB5-30087FFE10B3,Unknown,w-302252-DebtReduction1-1DC-yellowarrow-blue,TopLeft-302252,DebtReductionInc,,4,Debt Settlement1 Master,MD,30001-50000,Google,wiki.answers.com,DebtReductionInc,Student Debt,Unknown,Unknown,Unknown,0,0,2009-07,2009Q3,2009
16-06-2009,JCaeEPRoL0WfYps2arwDvA,Contacted - Doesn't Qualify,w-302252-DebtReduction1-1DC,TopLeft-302252,DebtReductionInc,,,Debt Settlement1 Master,MD,7500-10000,google,search6.info.com,Debt General,Student Debt,Student loan default,Unknown,Bad,0,0,2009-06,2009Q2,2009
27-09-2009,2EA8C49A-43D3-486A-89C4-62396CAEACBA,Unknown,w-302252-DebtReduction1-1DC-CreditSolutions,TopLeft-302252,DebtReductionInc,5,3,creditsolutions-branded-shortform,MD,7500-10000,yahoo,search.yahoo.com,DebtReductionInc,Debt Consolidation,Unknown,government help with debt,Unknown,0,0,2009-09,2009Q3,2009
17-06-2009,2BC94BF1-44E8-4213-9DF3-C39DA0C3D310,Unknown,w-302252-DebtReduction1-1DC,TopLeft-302252,DebtReductionInc,,,Debt Settlement1 Master,MD,More_than_100000,Google,googleads.g.doubleclick.net,DebtReductionInc,Student Debt,Unknown,Unknown,Unknown,0,0,2009-06,2009Q2,2009
23-07-2009,DBD5B25D-9F7C-458B-83BB-EAC3738B2A51,Unknown,w-302252-DebtReduction1-1DC-yellowarrow-dark,TopLeft-302252,DebtReductionInc,3,3,Debt Settlement1 Master,MD,70001-90000,Google,www.soyouwanna.com,DebtReductionInc,Student Debt,Unknown,Unknown,Unknown,0,0,2009-07,2009Q3,2009
05-05-2009,9A294A70-84EE-49D0-8297-AC69F5739084,Unknown,w-300250-DebtReduction1-1DC-CreditSolutions,TopLeft-302252,DebtReductionInc,,,creditsolutions-branded-shortform,NM,7500-15000,google,www.google.com,Debt General,Lower Payments,Credit card payments,chase credit card payment,Unknown,0,0,2009-05,2009Q2,2009
26-04-2009,5301608B-74EA-4AE8-83D8-9325D30AD7B9,Unknown,w-300250-DebtReduction1-1DC-Head2,TopLeft-302252,DebtReductionInc,,,Debt Settlement1 Master,NM,50001-70000,yahoo,Unknown,DebtReductionInc,Stop Collections,Unknown,Unknown,Unknown,0,0,2009-04,2009Q2,2009
05-08-2009,61A91305-3964-4345-9B65-14346CEA3D02,Unknown,w-302252-DebtReduction1-1DC-white,TopLeft-302252,DebtReductionInc,5,5,Debt Settlement1 Master,MD,20001-30000,google,search.mywebsearch.com,Debt Volume,Debt,Debt,Unknown,Unknown,0,0,2009-08,2009Q3,2009
26-07-2009,D4D62B82-231B-4BE6-BD71-628F5719EC3A,Unknown,w-302252-DebtReduction1-1DC-white,TopLeft-302252,DebtReductionInc,3,3,Debt Settlement1 Master,MD,30001-50000,Google,Unknown,DebtReductionInc,Student Debt,Unknown,Unknown,Unknown,0,0,2009-07,2009Q3,2009
20-04-2009,v_0utPX7SEyV4RF-ffmWVg,Unable to contact - Bad Contact Information,w-300250-DebtReduction1-2DC-CreditSolutions,TopLeft-302252,DebtReductionInc,,,creditsolutions-branded-shortform,SD,30001-50000,yahoo,Unknown,DebtReductionInc,General Debt,Unknown,Unknown,Bad,0,0,2009-04,2009Q2,2009
27-06-2009,1A233240-23C1-407C-BDE6-ADA194A9202D,Unknown,w-302252-DebtReduction1-1DC-white,TopLeft-302252,DebtReductionInc,,3,Debt Settlement1 Master,MO,7500-10000,yahoo,search.yahoo.com,DebtReductionInc,Debt Services,Unknown,debt counseling,Unknown,0,0,2009-06,2009Q2,2009
01-08-2009,3FCCD4AE-A33E-4E01-A248-A8351501C52B,Unknown,w-302252-DebtReduction1-1DC-yellowarrow-blue,TopLeft-302252,DebtReductionInc,3,4,Debt Settlement1 Master,AR,30001-50000,yahoo,search.yahoo.com,DebtReductionInc,Credit Card Debt,Unknown,how to get out of credit card debt,Unknown,0,0,2009-08,2009Q3,2009
11-06-2009,4767C43B-F9F4-4921-A76C-9F26A47408BE,Unknown,w-302252-DebtReduction1-1DC-CreditSolutions,TopLeft-302252,DebtReductionInc,,,creditsolutions-branded-shortform,TX,7500-10000,yahoo,wwww23.entry-not-found.com,DebtReductionInc,Bankruptcy,Unknown,Unknown,Unknown,0,0,2009-06,2009Q2,2009
30-07-2009,F790D884-428A-46AB-8872-0892B49B2753,Unknown,w-302252-DebtReduction1-1DC-CreditSolutions,TopLeft-302252,DebtReductionInc,5,5,creditsolutions-branded-shortform,MI,20001-30000,Google,www.ehow.com,DebtReductionInc,Credit Card Debt - high volume,Unknown,Unknown,Unknown,0,0,2009-07,2009Q3,2009
16-07-2009,C2EF143E-202D-4329-9117-94CC142A6A5B,Unknown,w-302252-DebtReduction1-1DC-CreditSolutions,TopLeft-302252,DebtReductionInc,2,3,creditsolutions-branded-shortform,CT,10001-15000,AdKnowledge,webmail.aol.com,Financial Services,Consolidate,Unknown,Unknown,Unknown,0,0,2009-07,2009Q3,2009
25-05-2009,DE12B572-DE3D-43CC-8D7E-0648982A518E,Unknown,w-302252-DebtReduction1-1DC,TopLeft-302252,DebtReductionInc,,,Debt Settlement1 Master,IL,7500-10000,Google,googleads.g.doubleclick.net,DebtReductionInc,Lower Payments,Unknown,Unknown,Unknown,0,0,2009-05,2009Q2,2009
14-04-2009,DA33D4AE-3967-4263-92ED-E420616DAA4C,Unknown,w-300250-DebtReduction1-2DC-CreditSolutions,TopLeft-302252,DebtReductionInc,,,creditsolutions-branded-shortform,IL,50001-70000,yahoo,search.yahoo.com,state,File Bankruptcy,Unknown,illinois bankrupcy,Unknown,0,0,2009-04,2009Q2,2009
11-04-2009,8BEB12D1-3BCA-4E86-8C7F-65D03A91FCE6,Unknown,w-300250-DebtReduction1-1DC-Head3,TopLeft-302252,DebtReductionInc,,,Debt Settlement1 Master,IL,20001-30000,Google,googleads.g.doubleclick.net,state,Debt Reduction,Unknown,Unknown,Unknown,0,0,2009-04,2009Q2,2009
12-05-2009,99188236-C129-470E-AD33-DD6AAE87CDD4,Unknown,w-302252-DebtReduction1-1DC,TopLeft-302252,DebtReductionInc,,,Debt Settlement1 Master,TX,70001-90000,Google,www.ehow.com,DebtReductionInc,Student Debt,Unknown,Unknown,Unknown,0,0,2009-05,2009Q2,2009
27-05-2009,1D994AEF-F0A8-41FD-A932-212BEE62C014,Unknown,w-302252-DebtReduction1-1DC-CreditSolutions,TopLeft-302252,DebtReductionInc,,,creditsolutions-branded-shortform,TX,7500-10000,google,www.google.com,Credit,How,How to fix credit,how to fix my credit,Unknown,0,0,2009-05,2009Q2,2009
16-06-2009,xgIMNKAwQ0uD2V9nFunQCg,Unable to contact - Bad Contact Information,w-302252-DebtReduction1-1DC,TopLeft-302252,DebtReductionInc,,,Debt Settlement1 Master,ND,More_than_100000,Google,www.wisegeek.com,DebtReductionInc,Credit Card Debt - high volume,Unknown,Unknown,Bad,0,0,2009-06,2009Q2,2009
16-06-2009,A0844892-DBD2-4DA4-AC8D-6B21E8A88FAC,Unknown,w-302252-DebtReduction1-1DC-CreditSolutions,TopLeft-302252,DebtReductionInc,,,creditsolutions-branded-shortform,TX,15001-20000,yahoo,search.yahoo.com,DebtReductionInc,Bankruptcy - high volume,Unknown,how can i file for bankruptcy for free,Unknown,0,0,2009-06,2009Q2,2009
16-05-2009,9Sn71npWVUWMvzWTx9zKhQ,EP Confirmed,w-302252-DebtReduction1-1DC,TopLeft-302252,DebtReductionInc,,,Debt Settlement1 Master,FL,30001-50000,yahoo,Unknown,DebtReductionInc,Debt Credit Services,Unknown,Unknown,Good,1,0,2009-05,2009Q2,2009
16-05-2009,95D01257-1BDC-4B3B-8D00-23B6202A8ECE,Unknown,w-302252-DebtReduction1-1DC-white,TopLeft-302252,DebtReductionInc,,,Debt Settlement1 Master,FL,30001-50000,yahoo,Unknown,DebtReductionInc,Debt Credit Services,Unknown,Unknown,Unknown,0,0,2009-05,2009Q2,2009
07-04-2009,428D7A14-A84C-43EF-ABBA-AC0BAD789DD1,Unknown,w-300250-DebtReduction1-1DC-Head2,TopLeft-302252,DebtReductionInc,,,Debt Settlement1 Master,IA,15001-20000,yahoo,ww15.sitefindservice.net,DebtReductionInc,Debt Consolidation,Unknown,Unknown,Unknown,0,0,2009-04,2009Q2,2009
02-06-2009,yGjYuSwDU0q-rJg86Y7Z1w,Contacted - Doesn't Qualify,w-302252-DebtReduction1-1DC-white,TopLeft-302252,DebtReductionInc,,,Debt Settlement1 Master,FL,20001-30000,google,womeninbusiness.about.com,Debt Volume,How,debt,Unknown,Bad,0,0,2009-06,2009Q2,2009
06-06-2009,oAiR2wSGJ06akpMNrydsGA,Closed,w-302252-DebtReduction1-1DC-white,TopLeft-302252,DebtReductionInc,,,Debt Settlement1 Master,CA,20001-30000,yahoo,search.yahoo.com,DebtReductionInc,Debt Consolidation,Unknown,government debt consolidation,Closed,1,1,2009-06,2009Q2,2009
08-04-2009,78DDE633-FF4C-4233-8518-A7BC5E0423E2,Unknown,w-300250-DebtReduction1-1DC-Head3,TopLeft-302252,DebtReductionInc,,,Debt Settlement1 Master,CA,20001-30000,yahoo,search.yahoo.com,DebtReductionInc,Student Debt,Unknown,credit card crisis,Unknown,0,0,2009-04,2009Q2,2009
27-04-2009,0B02A146-9ED5-4C39-9276-B2A620A0C1D6,Unknown,w-300250-DebtReduction1-1DC-Head2,TopLeft-302252,DebtReductionInc,,,Debt Settlement1 Master,CA,20001-30000,yahoo,search.netzero.net,DebtReductionInc,Debt Reduction,Unknown,Unknown,Unknown,0,0,2009-04,2009Q2,2009
16-06-2009,46DFCA32-C85E-43B3-B4D5-4A3E0CF4A3A9,Unknown,w-302252-DebtReduction1-1DC,TopLeft-302252,DebtReductionInc,,,Debt Settlement1 Master,AL,15001-20000,Google,www.google.com,DebtReductionInc,Lower Payments,Unknown,GE Money Bank Online Services,Unknown,0,0,2009-06,2009Q2,2009
19-09-2009,9AB650FD-E960-4DEE-9418-D2B7BE776E59,Unknown,w-302252-DebtReduction1-1DC-CreditSolutions,TopLeft-302252,DebtReductionInc,2,4,creditsolutions-branded-shortform,NY,70001-90000,yahoo,helpersdebt.com,DebtReductionInc,Debt Reduction,Unknown,Unknown,Unknown,0,0,2009-09,2009Q3,2009
10-07-2009,CRkr1B4ktU2F4qvqkFc2Hg,Contacted - Doesn't Qualify,w-302252-DebtReduction1-1DC-CreditSolutions,TopLeft-302252,DebtReductionInc,,5,creditsolutions-branded-shortform,AZ,7500-10000,google,www.webcrawler.com,Debt General,Lower Payments,Credit card payments,Unknown,Bad,0,0,2009-07,2009Q3,2009
